box_id,candidate_count,covered,reason
S001-FOD-01,89,True,HAS_CANDIDATE
S001-FOD-02,2,True,HAS_CANDIDATE
S001-FOD-03,2,True,HAS_CANDIDATE
S001-HYG-01,40,True,HAS_CANDIDATE
S001-HYG-02,1,True,HAS_CANDIDATE
S001-MED-01,5,True,HAS_CANDIDATE
S001-MED-02,5,True,HAS_CANDIDATE
S001-WAT-01,5,True,HAS_CANDIDATE
S001-WAT-02,5,True,HAS_CANDIDATE
S001-WAT-03,5,True,HAS_CANDIDATE
S001-WAT-04,5,True,HAS_CANDIDATE
S001-WAT-05,4,True,HAS_CANDIDATE
S001-WAT-06,51,True,HAS_CANDIDATE
S001-WAT-07,51,True,HAS_CANDIDATE
S001-WAT-08,50,True,HAS_CANDIDATE
S002-FOD-01,0,False,CANDIDATE_POOL_UNCOVERED
S002-FOD-02,0,False,CANDIDATE_POOL_UNCOVERED
S002-HYG-01,0,False,CANDIDATE_POOL_UNCOVERED
S002-MED-01,0,False,CANDIDATE_POOL_UNCOVERED
S002-WAT-01,0,False,CANDIDATE_POOL_UNCOVERED
S002-WAT-02,0,False,CANDIDATE_POOL_UNCOVERED
S002-WAT-03,0,False,CANDIDATE_POOL_UNCOVERED
S002-WAT-04,0,False,CANDIDATE_POOL_UNCOVERED
S003-FOD-01,0,False,CANDIDATE_POOL_UNCOVERED
S003-FOD-02,0,False,CANDIDATE_POOL_UNCOVERED
S003-HYG-01,0,False,CANDIDATE_POOL_UNCOVERED
S003-MED-01,0,False,CANDIDATE_POOL_UNCOVERED
S003-WAT-01,0,False,CANDIDATE_POOL_UNCOVERED
S003-WAT-02,0,False,CANDIDATE_POOL_UNCOVERED
S003-WAT-03,0,False,CANDIDATE_POOL_UNCOVERED
S003-WAT-04,0,False,CANDIDATE_POOL_UNCOVERED
S004-FOD-01,43,True,HAS_CANDIDATE
S004-HYG-01,3,True,HAS_CANDIDATE
S004-MED-01,3,True,HAS_CANDIDATE
S004-WAT-01,25,True,HAS_CANDIDATE
S004-WAT-02,25,True,HAS_CANDIDATE
S004-WAT-03,3,True,HAS_CANDIDATE
S005-FOD-01,18,True,HAS_CANDIDATE
S005-HYG-01,54,True,HAS_CANDIDATE
S005-MED-01,51,True,HAS_CANDIDATE
S005-WAT-01,51,True,HAS_CANDIDATE
S005-WAT-02,51,True,HAS_CANDIDATE
S005-WAT-03,54,True,HAS_CANDIDATE
S006-FOD-01,42,True,HAS_CANDIDATE
S006-HYG-01,74,True,HAS_CANDIDATE
S006-MED-01,38,True,HAS_CANDIDATE
S006-WAT-01,3,True,HAS_CANDIDATE
S006-WAT-02,28,True,HAS_CANDIDATE
S006-WAT-03,42,True,HAS_CANDIDATE
S007-FOD-01,3,True,HAS_CANDIDATE
S007-HYG-01,3,True,HAS_CANDIDATE
S007-MED-01,64,True,HAS_CANDIDATE
S007-WAT-01,56,True,HAS_CANDIDATE
S007-WAT-02,59,True,HAS_CANDIDATE
S008-FOD-01,53,True,HAS_CANDIDATE
S008-HYG-01,46,True,HAS_CANDIDATE
S008-MED-01,3,True,HAS_CANDIDATE
S008-WAT-01,32,True,HAS_CANDIDATE
S008-WAT-02,14,True,HAS_CANDIDATE
S009-FOD-01,0,False,CANDIDATE_POOL_UNCOVERED
S009-MED-01,0,False,CANDIDATE_POOL_UNCOVERED
S009-WAT-01,32,True,HAS_CANDIDATE
S010-FOD-01,21,True,HAS_CANDIDATE
S010-MED-01,21,True,HAS_CANDIDATE
S010-WAT-01,21,True,HAS_CANDIDATE
S011-FOD-01,0,False,CANDIDATE_POOL_UNCOVERED
S011-MED-01,0,False,CANDIDATE_POOL_UNCOVERED
S011-WAT-01,71,True,HAS_CANDIDATE
S012-FOD-01,0,False,CANDIDATE_POOL_UNCOVERED
S012-MED-01,0,False,CANDIDATE_POOL_UNCOVERED
S012-WAT-01,0,False,CANDIDATE_POOL_UNCOVERED
S013-FOD-01,40,True,HAS_CANDIDATE
S013-MED-01,0,False,CANDIDATE_POOL_UNCOVERED
S013-WAT-01,0,False,CANDIDATE_POOL_UNCOVERED
S014-FOD-01,0,False,CANDIDATE_POOL_UNCOVERED
S014-MED-01,0,False,CANDIDATE_POOL_UNCOVERED
S014-WAT-01,18,True,HAS_CANDIDATE
S015-FOD-01,24,True,HAS_CANDIDATE
S015-MED-01,0,False,CANDIDATE_POOL_UNCOVERED
S015-WAT-01,0,False,CANDIDATE_POOL_UNCOVERED
