box_id,candidate_count,covered,reason
S001-FOD-01,4382,True,HAS_CANDIDATE
S001-FOD-02,4382,True,HAS_CANDIDATE
S001-FOD-03,4382,True,HAS_CANDIDATE
S001-HYG-01,4447,True,HAS_CANDIDATE
S001-HYG-02,4447,True,HAS_CANDIDATE
S001-MED-01,4572,True,HAS_CANDIDATE
S001-MED-02,4572,True,HAS_CANDIDATE
S001-WAT-01,4110,True,HAS_CANDIDATE
S001-WAT-02,4110,True,HAS_CANDIDATE
S001-WAT-03,4110,True,HAS_CANDIDATE
S001-WAT-04,4110,True,HAS_CANDIDATE
S001-WAT-05,4110,True,HAS_CANDIDATE
S001-WAT-06,4110,True,HAS_CANDIDATE
S001-WAT-07,4110,True,HAS_CANDIDATE
S001-WAT-08,4110,True,HAS_CANDIDATE
S002-FOD-01,875,True,HAS_CANDIDATE
S002-FOD-02,875,True,HAS_CANDIDATE
S002-HYG-01,916,True,HAS_CANDIDATE
S002-MED-01,963,True,HAS_CANDIDATE
S002-WAT-01,796,True,HAS_CANDIDATE
S002-WAT-02,796,True,HAS_CANDIDATE
S002-WAT-03,796,True,HAS_CANDIDATE
S002-WAT-04,796,True,HAS_CANDIDATE
S003-FOD-01,483,True,HAS_CANDIDATE
S003-FOD-02,483,True,HAS_CANDIDATE
S003-HYG-01,500,True,HAS_CANDIDATE
S003-MED-01,515,True,HAS_CANDIDATE
S003-WAT-01,445,True,HAS_CANDIDATE
S003-WAT-02,445,True,HAS_CANDIDATE
S003-WAT-03,445,True,HAS_CANDIDATE
S003-WAT-04,445,True,HAS_CANDIDATE
S004-FOD-01,554,True,HAS_CANDIDATE
S004-HYG-01,567,True,HAS_CANDIDATE
S004-MED-01,591,True,HAS_CANDIDATE
S004-WAT-01,484,True,HAS_CANDIDATE
S004-WAT-02,484,True,HAS_CANDIDATE
S004-WAT-03,484,True,HAS_CANDIDATE
S005-FOD-01,1390,True,HAS_CANDIDATE
S005-HYG-01,1439,True,HAS_CANDIDATE
S005-MED-01,1479,True,HAS_CANDIDATE
S005-WAT-01,1286,True,HAS_CANDIDATE
S005-WAT-02,1286,True,HAS_CANDIDATE
S005-WAT-03,1286,True,HAS_CANDIDATE
S006-FOD-01,1008,True,HAS_CANDIDATE
S006-HYG-01,1027,True,HAS_CANDIDATE
S006-MED-01,1056,True,HAS_CANDIDATE
S006-WAT-01,910,True,HAS_CANDIDATE
S006-WAT-02,910,True,HAS_CANDIDATE
S006-WAT-03,910,True,HAS_CANDIDATE
S007-FOD-01,792,True,HAS_CANDIDATE
S007-HYG-01,815,True,HAS_CANDIDATE
S007-MED-01,839,True,HAS_CANDIDATE
S007-WAT-01,741,True,HAS_CANDIDATE
S007-WAT-02,741,True,HAS_CANDIDATE
S008-FOD-01,359,True,HAS_CANDIDATE
S008-HYG-01,367,True,HAS_CANDIDATE
S008-MED-01,387,True,HAS_CANDIDATE
S008-WAT-01,323,True,HAS_CANDIDATE
S008-WAT-02,323,True,HAS_CANDIDATE
S009-FOD-01,690,True,HAS_CANDIDATE
S009-MED-01,715,True,HAS_CANDIDATE
S009-WAT-01,651,True,HAS_CANDIDATE
S010-FOD-01,500,True,HAS_CANDIDATE
S010-MED-01,519,True,HAS_CANDIDATE
S010-WAT-01,475,True,HAS_CANDIDATE
S011-FOD-01,918,True,HAS_CANDIDATE
S011-MED-01,943,True,HAS_CANDIDATE
S011-WAT-01,887,True,HAS_CANDIDATE
S012-FOD-01,319,True,HAS_CANDIDATE
S012-MED-01,330,True,HAS_CANDIDATE
S012-WAT-01,303,True,HAS_CANDIDATE
S013-FOD-01,635,True,HAS_CANDIDATE
S013-MED-01,654,True,HAS_CANDIDATE
S013-WAT-01,604,True,HAS_CANDIDATE
S014-FOD-01,287,True,HAS_CANDIDATE
S014-MED-01,301,True,HAS_CANDIDATE
S014-WAT-01,267,True,HAS_CANDIDATE
S015-FOD-01,361,True,HAS_CANDIDATE
S015-MED-01,375,True,HAS_CANDIDATE
S015-WAT-01,342,True,HAS_CANDIDATE
